moderation status: j_SLaNRf_xo  ,  
moderation status: j_SLaNRf_xo  ,  
moderation status(vid id, mod status): j_SLaNRf_xo  ,  
moderation status(vid id, mod status): j_SLaNRf_xo  ,  
moderation status(vid id, mod status): YCVeYWVQ03g  ,  
moderation status(vid id, mod status): SiIHam5adVo  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   4iVshVT4YmE  ,  20:42:09  ,  
moderation status(channel id, vid id, time,  mod status): UC1EW42tsTQTuFIkKcAhufkw  ,   wXJmQ2R7sCI  ,  31 23:33:28  ,  
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   dfBDTcThpcw  ,  01 01:31:24  ,  
moderation status(channel id, vid id, time,  mod status): UCWXCrItCF6ZgXrdozUS-Idw  ,   WKPIEWcGoVo  ,  01 06:02:53  ,  
moderation status(channel id, vid id, time,  mod status): UCVOGOj5wxS8p8P6ilray33A  ,   RaxgW03YnmA  ,  01 09:42:02  ,  
moderation status(channel id, vid id, time,  mod status): UCa6TeYZ2DlueFRne5DyAnyg  ,   ND8Hjep5ZPY  ,  01 14:14:23  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   7BdkILWLcpk  ,  01 16:13:12  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCsTcErHg8oDvUnTzoqsYeNw  ,   1xgbmrsgrq4  ,  01 17:04:16  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   JMkapF4mmoo  ,  01 17:04:17  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   8wD802jdUJ4  ,  01 17:21:17  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   GF2o7pJHpdc  ,  01 17:38:16  ,  
moderation status(channel id, vid id, time,  mod status): UCPDXXXJj9nax0fr0Wfc048g  ,   zF1s5Jg6X8Q  ,  01 18:12:10  ,  
moderation status(channel id, vid id, time,  mod status): UChnfZKbuDfLQDKJ99Vv2sOw  ,   7f61ggkAbgs  ,  01 18:12:12  ,  
moderation status(channel id, vid id, time,  mod status): UCuVOTQeNXKAP0OQcTBbACjg  ,   6WhO9Tncp-c  ,  01 18:46:20  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   Nxt4cc7d4ms  ,  01 19:03:20  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCN6BU9wRapPTF_tzYqKVWNA  ,   Pr5Sm36M32Y  ,  01 19:03:21  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   pF8SCM-YJqs  ,  01 19:20:18  ,  
moderation status(channel id, vid id, time,  mod status): UCtinbF-Q-fVthA0qrFQTgXQ  ,   a3uRBpGEUD0  ,  01 19:37:15  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   gF3nFRRYSKw  ,  01 20:11:11  ,  
moderation status(channel id, vid id, time,  mod status): UCuunebfqIi8uCzAs_fO1D6Q  ,   lkSYxDpL7xk  ,  01 20:11:13  ,  
moderation status(channel id, vid id, time,  mod status): UC_eR8YpmUyAMi6tlMZrH-ag  ,   1n8oY3kAAkk  ,  01 20:11:15  ,  
moderation status(channel id, vid id, time,  mod status): UCki1I0RCzDl2TX_5GXyrGaw  ,   izWOV2k_2fI  ,  01 21:02:13  ,  
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   SON7kroz7uI  ,  01 21:02:14  ,  
moderation status(channel id, vid id, time,  mod status): UCaFUrR3oSxOl5Y9y6tvLTEg  ,   iqtC0F7itgw  ,  01 21:19:10  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCd07rKJ7Q0pg5ths7Pz8k8Q  ,   SoBBcdEkGM8  ,  01 21:36:07  ,  
moderation status(channel id, vid id, time,  mod status): UC4_bwov47DseacR1-ttTdOg  ,   6F1iTVH6PwE  ,  01 21:54:21  ,  
moderation status(channel id, vid id, time,  mod status): UCM1cgxPGbxl_jR28Dx0CNww  ,   7qRI35pHj7Y  ,  01 21:54:22  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   -4tDic-iK6Y  ,  02 00:43:08  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   coL1z6LsVJ8  ,  02 01:33:42  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   coL1z6LsVJ8  ,  02 01:33:44  ,  
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   B761yHnrHU8  ,  02 02:58:05  ,  
moderation status(channel id, vid id, time,  mod status): UCPDis9pjXuqyI7RYLJ-TTSA  ,   qVXH8ILJ5G4  ,  02 14:14:52  ,  
moderation status(channel id, vid id, time,  mod status): UC4_bwov47DseacR1-ttTdOg  ,   TiHT-eGcdBM  ,  02 15:07:00  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   Ho7woXki2F8  ,  02 16:15:01  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCc2wpI97rT7TZGkhnylYgDA  ,   e2pRYNbCf7M  ,  02 16:15:02  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   Iaap66-_2ok  ,  02 17:05:56  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   z1WYS7-msr0  ,  02 18:14:04  ,  
moderation status(channel id, vid id, time,  mod status): UCsTcErHg8oDvUnTzoqsYeNw  ,   SXyObZahu-o  ,  02 18:14:06  ,  
moderation status(channel id, vid id, time,  mod status): UCN6BU9wRapPTF_tzYqKVWNA  ,   J-bVqz7JHoE  ,  02 18:14:07  ,  
moderation status(channel id, vid id, time,  mod status): UCa6TeYZ2DlueFRne5DyAnyg  ,   ULkS9I71ZK0  ,  02 18:31:09  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   JwvvsNHrxBc  ,  02 18:31:11  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   k3Fk8XBKous  ,  02 19:05:12  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   BY9eP1basP8  ,  02 20:13:09  ,  
moderation status(channel id, vid id, time,  mod status): UCd07rKJ7Q0pg5ths7Pz8k8Q  ,   UWTF2j2H4AQ  ,  02 20:13:10  ,  
moderation status(channel id, vid id, time,  mod status): UCuunebfqIi8uCzAs_fO1D6Q  ,   xclQtWrbEHw  ,  02 20:13:12  ,  
moderation status(channel id, vid id, time,  mod status): UCVtFOytbRpEvzLjvqGG5gxQ  ,   m9KCDVoQFTg  ,  02 20:30:09  ,  
moderation status(channel id, vid id, time,  mod status): UClFSU9_bUb4Rc6OYfTt5SPw  ,   Df4mj8Weu4c  ,  02 20:47:05  ,  
moderation status(channel id, vid id, time,  mod status): UC_eR8YpmUyAMi6tlMZrH-ag  ,   pkmw7nK93Tk  ,  02 20:47:07  ,  
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   Wc37bL0L3jI  ,  02 21:21:02  ,  
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   ezIjVQVN4OU  ,  02 21:38:02  ,  
moderation status(channel id, vid id, time,  mod status): UCX6OQ3DkcsbYNE6H8uQQuVA  ,   CvMRiR4k49Y  ,  02 23:20:35  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   0vm_PQ6tig8  ,  02 23:54:21  ,  
moderation status(channel id, vid id, time,  mod status): UCDo9msNItILnyF_Y2eHaNQg  ,   u5DESlv4TNs  ,  02 23:54:22  ,  
moderation status(channel id, vid id, time,  mod status): UCWXCrItCF6ZgXrdozUS-Idw  ,   SagaKl0JT-Q  ,  03 00:11:16  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   jlv8A3_EALg  ,  03 04:41:09  ,  
moderation status(channel id, vid id, time,  mod status): UCF1tkwvS2y-ya_dVSv7LDKw  ,   5Mh8kK1Rb70  ,  03 14:16:33  ,  
moderation status(channel id, vid id, time,  mod status): UCPDis9pjXuqyI7RYLJ-TTSA  ,   pDYjjPI73Ag  ,  03 14:16:34  ,  
moderation status(channel id, vid id, time,  mod status): UCa6TeYZ2DlueFRne5DyAnyg  ,   9vFv4dVVNoo  ,  03 16:50:25  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   uQONl_YtmMg  ,  03 17:07:24  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   cv175DpYAUc  ,  03 17:24:37  ,  
moderation status(channel id, vid id, time,  mod status): UCPDXXXJj9nax0fr0Wfc048g  ,   yJqfNroFp8U  ,  03 17:41:39  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   U26e4pyi_v8  ,  03 17:58:44  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UChnfZKbuDfLQDKJ99Vv2sOw  ,   a4b005y2PUQ  ,  03 18:15:48  ,  
moderation status(channel id, vid id, time,  mod status): UCcJOvU2SXP0YI4iYL7Kxwcg  ,   365gcReNxnk  ,  03 18:32:47  ,  
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   rmEqZ9D6Ejo  ,  03 18:32:49  ,  
moderation status(channel id, vid id, time,  mod status): UCd07rKJ7Q0pg5ths7Pz8k8Q  ,   rSlicVOnXXo  ,  03 19:07:00  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   yzshoDMBkqE  ,  03 19:23:58  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCsTcErHg8oDvUnTzoqsYeNw  ,   YsWIHhKmmvY  ,  03 19:41:02  ,  
moderation status(channel id, vid id, time,  mod status): UCM1cgxPGbxl_jR28Dx0CNww  ,   sff88fw6L80  ,  03 19:41:03  ,  
moderation status(channel id, vid id, time,  mod status): UCki1I0RCzDl2TX_5GXyrGaw  ,   tJVW0tuw0uA  ,  03 20:14:59  ,  
moderation status(channel id, vid id, time,  mod status): UCuunebfqIi8uCzAs_fO1D6Q  ,   5gZO9hSRxXU  ,  03 20:15:00  ,  
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   iQOOFYP-SkQ  ,  03 20:15:01  ,  
moderation status(channel id, vid id, time,  mod status): UCIDaoGGZ0VL_lWajKts4bww  ,   8IwycS_cl6Y  ,  03 20:15:02  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   9pNGh9G-Qn4  ,  03 20:31:59  ,  
moderation status(channel id, vid id, time,  mod status): UCo5OlQ6tui7oBDnqVv33vhw  ,   WM8i1KkFi84  ,  03 20:32:01  ,  
moderation status(channel id, vid id, time,  mod status): UCVtFOytbRpEvzLjvqGG5gxQ  ,   Sl9npEDYeLk  ,  03 20:48:57  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UC_eR8YpmUyAMi6tlMZrH-ag  ,   9xm7TqsTpK8  ,  03 21:39:43  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   -BezhqaBRtk  ,  03 23:21:05  ,  
moderation status(channel id, vid id, time,  mod status): UCDo9msNItILnyF_Y2eHaNQg  ,   SGtTgrtONr4  ,  04 00:11:40  ,  
moderation status(channel id, vid id, time,  mod status): UC1EW42tsTQTuFIkKcAhufkw  ,   sgUqaM2uY3A  ,  04 01:53:58  ,  
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   837e8Axigv0  ,  04 03:18:27  ,  
moderation status(channel id, vid id, time,  mod status): UC1EW42tsTQTuFIkKcAhufkw  ,   N3_uaqK6jxo  ,  04 04:25:53  ,  
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   ML6IseEpV2I  ,  04 13:26:51  ,  
moderation status(channel id, vid id, time,  mod status): UCc2wpI97rT7TZGkhnylYgDA  ,   ufI0phkdv1A  ,  04 16:15:54  ,  
moderation status(channel id, vid id, time,  mod status): UCsTcErHg8oDvUnTzoqsYeNw  ,   foTr-nfrvTI  ,  04 16:32:50  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   IwAzpC6p6OQ  ,  04 17:05:46  ,  
moderation status(channel id, vid id, time,  mod status): UCxOGHW-aqciBe5Wjq8ltzOg  ,   dXMyJIUkZj0  ,  04 17:47:19  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   ZIS7F8C3pkw  ,  04 17:47:20  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCuouUWCLmpG4Dje3Ay0p1oQ  ,   a1WMFLH6pjI  ,  04 18:04:19  ,  
moderation status(channel id, vid id, time,  mod status): UCcJOvU2SXP0YI4iYL7Kxwcg  ,   u5WTDoI2eps  ,  04 18:04:20  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   t6plqf-pG4U  ,  04 18:04:22  ,  
moderation status(channel id, vid id, time,  mod status): UCN6BU9wRapPTF_tzYqKVWNA  ,   cTdjRZOeOIk  ,  04 18:04:23  ,  
moderation status(channel id, vid id, time,  mod status): UChnfZKbuDfLQDKJ99Vv2sOw  ,   YYYw7I_jFLs  ,  04 18:04:25  ,  
moderation status(channel id, vid id, time,  mod status): UCUxMKrXEeSi8N0bqbjrLF_w  ,   Gn_iYodgdcQ  ,  04 19:29:10  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   qHP8nghldc0  ,  04 20:03:05  ,  
moderation status(channel id, vid id, time,  mod status): UCIDaoGGZ0VL_lWajKts4bww  ,   1tGGp3XPLMg  ,  04 20:03:06  ,  
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   zfvDWncgZnU  ,  04 22:18:30  ,  
moderation status(channel id, vid id, time,  mod status): UCki1I0RCzDl2TX_5GXyrGaw  ,   N3XQVOuWoX0  ,  04 22:35:23  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   zF3Q0_qxP0M  ,  04 22:35:24  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCVtFOytbRpEvzLjvqGG5gxQ  ,   y4bDWUD-EkQ  ,  04 23:09:08  ,  
moderation status(channel id, vid id, time,  mod status): UC4_bwov47DseacR1-ttTdOg  ,   atKPk00q1G8  ,  05 04:17:18  ,  
moderation status(channel id, vid id, time,  mod status): UCa6TeYZ2DlueFRne5DyAnyg  ,   LBkjzfgXwt8  ,  05 14:43:27  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   itqkIDVDC0g  ,  05 17:15:56  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   7PD3h1e7iXc  ,  05 18:06:46  ,  
moderation status(channel id, vid id, time,  mod status): UChnfZKbuDfLQDKJ99Vv2sOw  ,   n0ohDIy99gA  ,  05 18:06:47  ,  
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   pKpSUTYxp2w  ,  05 18:23:44  ,  
moderation status(channel id, vid id, time,  mod status): UC_eR8YpmUyAMi6tlMZrH-ag  ,   7-G78s1Ykzw  ,  05 18:57:36  ,  
moderation status(channel id, vid id, time,  mod status): UCU_W0oE_ock8bWKjALiGs8Q  ,   QJpK9W423jE  ,  05 19:15:44  ,  
moderation status(channel id, vid id, time,  mod status): UCd07rKJ7Q0pg5ths7Pz8k8Q  ,   alf9myjOMaE  ,  05 19:15:45  ,  
moderation status(channel id, vid id, time,  mod status): UCN6BU9wRapPTF_tzYqKVWNA  ,   tVgmsoGWi6o  ,  05 19:15:47  ,  
moderation status(channel id, vid id, time,  mod status): UCM1cgxPGbxl_jR28Dx0CNww  ,   8b6a6aFIHJ8  ,  05 19:15:49  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   JLP4DCOKaPY  ,  05 20:06:38  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   L2uy8Wln5cw  ,  05 20:06:40  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCuunebfqIi8uCzAs_fO1D6Q  ,   g8UuXa2hLe8  ,  05 20:06:41  ,  
moderation status(channel id, vid id, time,  mod status): UCdcemy56JtVTrsFIOoqvV8g  ,   CVgTG90RCJY  ,  05 20:57:28  ,  
moderation status(channel id, vid id, time,  mod status): UCaFUrR3oSxOl5Y9y6tvLTEg  ,   F0M8X4anS0c  ,  05 21:48:08  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCcJOvU2SXP0YI4iYL7Kxwcg  ,   VJvsY2VaeYU  ,  05 22:38:43  ,  
moderation status(channel id, vid id, time,  mod status): UCki1I0RCzDl2TX_5GXyrGaw  ,   UvPxcGKmmUo  ,  05 23:46:08  ,  
moderation status(channel id, vid id, time,  mod status): UCDo9msNItILnyF_Y2eHaNQg  ,   8-RPVAVkovw  ,  06 00:03:02  ,  
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   D6sn_otDHS8  ,  06 02:01:07  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   MGmL5X2EKLs  ,  06 03:43:41  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   s2ISwJD1TN0  ,  06 04:00:34  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   UJH4YAT7VI4  ,  06 04:17:34  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   C6Ed1rTE68Q  ,  06 04:34:27  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   D4PreKfNALs  ,  06 04:51:19  ,  
moderation status(channel id, vid id, time,  mod status): UCPDis9pjXuqyI7RYLJ-TTSA  ,   cT_xConyN7Q  ,  06 14:09:16  ,  
moderation status(channel id, vid id, time,  mod status): UCa6TeYZ2DlueFRne5DyAnyg  ,   kVkXC7FM6Tg  ,  06 16:07:31  ,  
moderation status(channel id, vid id, time,  mod status): UCc2wpI97rT7TZGkhnylYgDA  ,   mtRQs5h7Rf0  ,  06 16:07:32  ,  
moderation status(channel id, vid id, time,  mod status): UCsTcErHg8oDvUnTzoqsYeNw  ,   14pYNywLqDs  ,  06 17:15:22  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   FCDVFVAWcRA  ,  06 17:15:24  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   hc9Ia9FVHWI  ,  06 17:32:21  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   XpT1sB6IFt8  ,  06 19:30:56  ,  
moderation status(channel id, vid id, time,  mod status): UCN6BU9wRapPTF_tzYqKVWNA  ,   p4qi_X4GI9Q  ,  06 19:30:57  ,  
moderation status(channel id, vid id, time,  mod status): UCVtFOytbRpEvzLjvqGG5gxQ  ,   lfN3wZDaiv4  ,  06 20:04:50  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   eLvaahDjxkM  ,  06 20:04:51  ,  
moderation status(channel id, vid id, time,  mod status): UCF1tkwvS2y-ya_dVSv7LDKw  ,   E0yW0SM3M7Y  ,  06 20:04:53  ,  
moderation status(channel id, vid id, time,  mod status): UCIDaoGGZ0VL_lWajKts4bww  ,   dkWroaVGitA  ,  06 20:04:54  ,  
moderation status(channel id, vid id, time,  mod status): UCN5xN8gIljvWYnsj06V8WbQ  ,   rGQeMDdS9W8  ,  06 20:21:53  ,  
moderation status(channel id, vid id, time,  mod status): UCtinbF-Q-fVthA0qrFQTgXQ  ,   YeJdrOGW3NQ  ,  06 20:56:57  ,  
moderation status(channel id, vid id, time,  mod status): UCcJOvU2SXP0YI4iYL7Kxwcg  ,   wNnXCFhNz1w  ,  06 20:56:58  ,  
moderation status(channel id, vid id, time,  mod status): UCuunebfqIi8uCzAs_fO1D6Q  ,   XHU5IvLsI7c  ,  06 21:13:52  ,  
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   Ol4eJzK5JhE  ,  06 21:13:54  ,  
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   cOdwAXX-F-o  ,  06 21:30:51  ,  
moderation status(channel id, vid id, time,  mod status): UClFSU9_bUb4Rc6OYfTt5SPw  ,   S2ybZK59uPg  ,  06 22:38:25  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UC9SVhrnsGxWwiBRWT9c7Ozw  ,   P-qA0QhCc1g  ,  06 22:55:20  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   OGrmeFdfyQc  ,  06 22:55:21  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   OGrmeFdfyQc  ,  06 22:55:22  ,  
moderation status(channel id, vid id, time,  mod status): UC1NB1xUQ8ItM5VoA4101lUQ  ,   UqYiP9ddoGQ  ,  07 00:02:50  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   NVEhXP-EAU4  ,  07 01:10:17  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   -yx4fqIgXk4  ,  07 02:17:47  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   4jwoXx4PGwE  ,  07 03:42:14  ,  
moderation status(channel id, vid id, time,  mod status): UCo5OlQ6tui7oBDnqVv33vhw  ,   l-sgh5zdHgA  ,  07 05:24:44  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   2G-s0huSNzE  ,  07 16:07:50  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCa6TeYZ2DlueFRne5DyAnyg  ,   Y5ZfzLa0c24  ,  07 16:07:51  ,  
moderation status(channel id, vid id, time,  mod status): UCF1tkwvS2y-ya_dVSv7LDKw  ,   BhHrOIyeDbY  ,  07 16:41:43  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   o1giObhRbc8  ,  07 17:15:43  ,  
moderation status(channel id, vid id, time,  mod status): UCVtFOytbRpEvzLjvqGG5gxQ  ,   oB7o2maRi_k  ,  07 18:06:37  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   iPqiSjeOkdQ  ,  07 18:06:38  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   DRetgCToWZk  ,  07 19:14:51  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   boIA9eJuuWE  ,  07 19:14:53  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCd07rKJ7Q0pg5ths7Pz8k8Q  ,   NusfAqTPZ_A  ,  07 19:14:54  ,  
moderation status(channel id, vid id, time,  mod status): UCN6BU9wRapPTF_tzYqKVWNA  ,   mafazIK7Vn4  ,  07 19:14:56  ,  
moderation status(channel id, vid id, time,  mod status): UCM1cgxPGbxl_jR28Dx0CNww  ,   uEAidepYmGc  ,  07 19:14:57  ,  
moderation status(channel id, vid id, time,  mod status): UCsTcErHg8oDvUnTzoqsYeNw  ,   lGkrhR2mfl8  ,  07 19:32:23  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   zHTS7zscNnU  ,  07 20:06:24  ,  
moderation status(channel id, vid id, time,  mod status): UCIDaoGGZ0VL_lWajKts4bww  ,   obsANB1rtYU  ,  07 20:06:25  ,  
moderation status(channel id, vid id, time,  mod status): UChnfZKbuDfLQDKJ99Vv2sOw  ,   NaBjakbxe6Y  ,  07 20:06:27  ,  
moderation status(channel id, vid id, time,  mod status): UCi_V-NWe_nqsj5AlT3SIN_g  ,   Am5Ifx557UI  ,  07 21:48:07  ,  
moderation status(channel id, vid id, time,  mod status): UClFSU9_bUb4Rc6OYfTt5SPw  ,   EU8iF-8zE-Q  ,  07 22:39:55  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UC4WNEEzWfK0fJJxxjQ4EYeg  ,   KiwN0mlTAdo  ,  07 22:39:56  ,  
moderation status(channel id, vid id, time,  mod status): UCki1I0RCzDl2TX_5GXyrGaw  ,   li-nNNUt_t0  ,  07 23:13:41  ,  
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   vfjtGaySO_w  ,  08 01:28:39  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   O37jORYiIiA  ,  08 04:00:27  ,  
moderation status(channel id, vid id, time,  mod status): UCWXCrItCF6ZgXrdozUS-Idw  ,   zBK6p1fhsEs  ,  08 06:15:21  ,  
moderation status(channel id, vid id, time,  mod status): UCtinbF-Q-fVthA0qrFQTgXQ  ,   pxnldd9ZaEM  ,  08 13:18:11  ,  
moderation status(channel id, vid id, time,  mod status): UCPDis9pjXuqyI7RYLJ-TTSA  ,   8tCI6fSomig  ,  08 14:08:50  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   R-2TbW-rRRo  ,  08 16:09:11  ,  heldForReview
moderation status(channel id, vid id, time,  mod status): UCc2wpI97rT7TZGkhnylYgDA  ,   csjTJSFcLY0  ,  08 16:09:12  ,  
moderation status(channel id, vid id, time,  mod status): UCsTcErHg8oDvUnTzoqsYeNw  ,   Yzsf9SECcEo  ,  08 17:17:07  ,  
moderation status(channel id, vid id, time,  mod status): UChnfZKbuDfLQDKJ99Vv2sOw  ,   _h_PuFb2RWU  ,  08 18:07:58  ,  
moderation status(channel id, vid id, time,  mod status): UCPDXXXJj9nax0fr0Wfc048g  ,   phe-qhVc1Uc  ,  08 18:41:53  ,  
moderation status(channel id, vid id, time,  mod status): UCuVOTQeNXKAP0OQcTBbACjg  ,   _U9wsRW0RHA  ,  08 18:41:55  ,  
moderation status(channel id, vid id, time,  mod status): UCfF6ZjZ4R8-RZBFaLPhQ-xA  ,   MR7d1bdgWMw  ,  08 18:41:57  ,  
moderation status(channel id, vid id, time,  mod status): UCd07rKJ7Q0pg5ths7Pz8k8Q  ,   sY-hzseK4W8  ,  08 19:15:54  ,  
